Time,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,Roll,Pitch,Yaw
2670,0.483301,1.122119,9.670801,-0.101181,0.144849,-0.205557,5.585096,-3.487031,28.953454
2680,0.540723,1.146045,9.746167,-0.123547,0.120352,-0.217273,5.634227,-3.382291,28.836041
2690,0.563452,1.162793,9.792822,-0.138458,0.097986,-0.234314,5.677523,-3.309155,28.707716
2700,0.474927,1.132886,9.861011,-0.157629,0.062839,-0.276917,5.687261,-3.208348,28.553125
2710,0.404346,1.120923,9.926806,-0.167215,0.058578,-0.295023,5.680809,-3.078271,28.387976
2720,0.313428,1.117334,10.027295,-0.172540,0.060709,-0.307803,5.664202,-2.907603,28.215665
2730,0.129199,1.100586,10.188794,-0.162955,0.082010,-0.314194,5.635426,-2.641340,28.040924
2740,0.059814,1.101782,10.233057,-0.151239,0.100116,-0.309933,5.612697,-2.354322,27.869641
2750,0.014355,1.088623,10.243823,-0.136328,0.121417,-0.303543,5.591372,-2.059919,27.703208
2760,0.003589,1.071875,10.259375,-0.100116,0.161890,-0.290762,5.580099,-1.767638,27.546329
2770,0.051440,1.076660,10.241430,-0.083075,0.181061,-0.285437,5.581401,-1.518895,27.393564
2780,0.122021,1.093408,10.211523,-0.066034,0.197037,-0.283307,5.601265,-1.323205,27.242925
2790,0.206958,1.137671,10.024902,-0.031952,0.217273,-0.295023,5.671070,-1.182082,27.086793
2800,0.240454,1.148438,9.878955,-0.018106,0.217273,-0.309933,5.756105,-1.073411,26.922337
2810,0.278735,1.168774,9.700708,-0.012781,0.214078,-0.330170,5.858475,-0.999146,26.746375
2820,0.303857,1.190308,9.488965,-0.036212,0.197037,-0.383423,5.965864,-0.955309,26.539313
2830,0.362476,1.214233,9.082227,-0.068164,0.183191,-0.417505,6.090865,-0.962976,26.312255
2840,0.434253,1.234570,8.938672,-0.111832,0.166150,-0.454782,6.205364,-1.022802,26.063201
2850,0.513208,1.265674,8.827417,-0.165085,0.146979,-0.499515,6.310158,-1.135090,25.787715
2860,0.667529,1.254907,8.864502,-0.291827,0.102246,-0.619867,6.331339,-1.344752,25.441053
2870,0.751270,1.250122,9.059497,-0.353601,0.083075,-0.695486,6.301450,-1.581013,25.050111
2880,0.818262,1.239355,9.347803,-0.401529,0.067099,-0.779626,6.223290,-1.823478,24.610136
2890,1.037183,1.290796,9.779663,-0.437741,0.042603,-0.960687,6.135307,-2.145069,24.065275
2900,1.101782,1.287207,9.795215,-0.432416,0.029822,-1.060803,6.060102,-2.472238,23.462320
2910,1.105371,1.256104,9.694727,-0.428156,0.017041,-1.168375,5.989912,-2.778043,22.796993
2920,0.913965,1.174756,9.357373,-0.460107,-0.009586,-1.381387,5.896879,-2.970581,22.008279
2930,0.690259,1.063501,9.278418,-0.498450,-0.028757,-1.476178,5.739125,-3.026334,21.164077
2940,0.464160,0.913965,9.268847,-0.545313,-0.053253,-1.557123,5.488800,-2.956611,20.272023
2950,0.149536,0.617285,9.631323,-0.641168,-0.112897,-1.656174,5.027534,-2.735948,19.319932
2960,0.078955,0.459375,9.932788,-0.672055,-0.136328,-1.679605,4.494488,-2.513072,18.353273
2970,0.112451,0.308643,10.154101,-0.683771,-0.155499,-1.691321,3.916690,-2.346012,17.379207
2980,0.283521,-0.014355,10.320386,-0.657144,-0.178931,-1.709427,3.232292,-2.304571,16.394165
2990,0.350513,-0.163892,10.347900,-0.639038,-0.174670,-1.723273,2.543267,-2.309929,15.401855
3000,0.348120,-0.327783,10.320386,-0.616672,-0.162955,-1.742444,1.845095,-2.318214,14.399461
3010,0.230884,-0.634033,10.144531,-0.579395,-0.148044,-1.776526,1.066312,-2.268550,13.378474
3020,0.083740,-0.727344,10.145727,-0.576199,-0.148044,-1.778656,0.312616,-2.157212,12.357101
3030,-0.084937,-0.824243,10.193579,-0.575134,-0.156564,-1.765875,-0.420601,-1.982921,11.344063
3040,-0.197388,-0.879272,10.343115,-0.566614,-0.211948,-1.682800,-1.106451,-1.806957,10.380158
3050,-0.311035,-1.003687,10.865893,-0.547443,-0.241769,-1.615701,-1.760754,-1.621257,9.456749
3060,-0.197388,-0.955835,11.205640,-0.509100,-0.264136,-1.536887,-2.298620,-1.532749,8.580828
3070,-0.063403,-0.892432,11.464038,-0.358926,-0.263071,-1.390973,-2.670390,-1.522107,7.790205
3080,0.254810,-0.746484,11.587255,-0.254550,-0.238574,-1.331329,-2.880846,-1.652635,7.034283
3090,0.369653,-0.673511,11.418579,-0.143784,-0.202362,-1.285532,-2.983432,-1.809803,6.304128
3100,0.404346,-0.636426,11.106348,-0.036212,-0.160825,-1.251450,-3.010070,-1.952717,5.592460
3110,0.203369,-0.557471,10.277319,0.131003,-0.102246,-1.198196,-2.930127,-1.960212,4.909520
3120,-0.043066,-0.564648,9.794019,0.177866,-0.099051,-1.168375,-2.852457,-1.832074,4.243428
3130,-0.291895,-0.616089,9.359766,0.189581,-0.115027,-1.130032,-2.822461,-1.576958,3.599672
3140,-0.552686,-0.681885,9.067871,0.116092,-0.176801,-1.010745,-2.888605,-1.213437,3.025989
3150,-0.545508,-0.714185,9.157593,0.056448,-0.202362,-0.936191,-2.998632,-0.903932,2.495957
3160,-0.443823,-0.724951,9.377710,-0.002130,-0.210883,-0.858441,-3.128100,-0.693412,2.011004
3170,-0.027515,-0.671118,9.980639,-0.066034,-0.175735,-0.724243,-3.226263,-0.723930,1.602095
3180,0.222510,-0.606519,10.212720,-0.059644,-0.138458,-0.674185,-3.269258,-0.864943,1.220834
3190,0.503638,-0.545508,10.434033,-0.029822,-0.091595,-0.642233,-3.253465,-1.111602,0.856384
3200,0.735718,-0.452197,10.359863,0.095856,0.028757,-0.629453,-3.125705,-1.395566,0.495286
3210,0.592163,-0.478516,9.997388,0.157629,0.091595,-0.640103,-2.999198,-1.555595,0.126082
3220,0.337354,-0.528760,9.565527,0.192776,0.143784,-0.643298,-2.905788,-1.542480,-0.246471
3230,-0.265576,-0.568237,9.031982,0.149109,0.198102,-0.587915,-2.886197,-1.148712,-0.588791
3240,-0.461768,-0.506030,9.065478,0.087335,0.199167,-0.524011,-2.864758,-0.673015,-0.894476
3250,-0.552686,-0.411523,9.277222,0.021301,0.185321,-0.443066,-2.820076,-0.200489,-1.153361
3260,-0.474927,-0.244043,9.989014,-0.060709,0.129938,-0.274786,-2.715924,0.137743,-1.314287
3270,-0.352905,-0.185425,10.295263,-0.063904,0.107571,-0.203427,-2.589124,0.362091,-1.433640
3280,-0.189014,-0.113647,10.503418,-0.044733,0.090530,-0.145914,-2.425493,0.469192,-1.519508
3290,-0.049048,-0.059814,10.573999,0.033017,0.054318,-0.083075,-2.208844,0.476159,-1.568387
3300,0.094507,0.004785,10.323975,0.068164,0.031952,-0.074554,-1.961185,0.396034,-1.611782
3310,0.050244,0.009570,10.077539,0.087335,0.005325,-0.076685,-1.724444,0.332585,-1.655802
3320,-0.065796,0.005981,9.831103,0.084140,-0.025562,-0.084140,-1.513714,0.322866,-1.703552
3330,-0.307446,-0.010767,9.670801,0.017041,-0.094791,-0.079880,-1.367181,0.415153,-1.747873
3340,-0.387598,-0.015552,9.789233,-0.028757,-0.124612,-0.059644,-1.260910,0.526033,-1.780337
3350,-0.419897,-0.015552,10.022510,-0.068164,-0.143784,-0.028757,-1.184888,0.629358,-1.794998
3360,-0.297876,0.059814,10.497437,-0.086270,-0.149109,0.042603,-1.085589,0.647276,-1.768824
3370,-0.184229,0.094507,10.614673,-0.060709,-0.138458,0.070294,-0.964844,0.609206,-1.727047
3380,-0.062207,0.126807,10.615870,-0.022366,-0.118222,0.090530,-0.819045,0.522694,-1.674037
3390,0.155518,0.205762,10.356275,0.054318,-0.063904,0.106506,-0.604181,0.358803,-1.612489
3400,0.212939,0.241650,10.122998,0.078815,-0.038342,0.102246,-0.375420,0.190745,-1.553672
3410,0.252417,0.267969,9.918432,0.088400,-0.018106,0.093726,-0.146485,0.024897,-1.499900
3420,0.250024,0.277539,9.758130,0.080945,-0.007455,0.083075,0.064422,-0.120798,-1.452288
3430,0.172266,0.269165,9.608594,0.035147,-0.004260,0.056448,0.229105,-0.209221,-1.419945
3440,0.117236,0.257202,9.657641,0.005325,-0.008521,0.047928,0.355110,-0.259976,-1.392502
3450,0.074170,0.242847,9.762915,-0.021301,-0.013846,0.044733,0.445734,-0.283964,-1.366920
3460,0.028711,0.223706,10.022510,-0.044733,-0.023431,0.056448,0.501636,-0.284939,-1.334680
3470,0.040674,0.218921,10.152905,-0.038342,-0.026627,0.066034,0.551379,-0.293770,-1.296977
3480,0.065796,0.235669,10.185205,-0.020236,-0.025562,0.074554,0.614336,-0.314651,-1.254400
3490,0.125610,0.247632,9.991406,0.019171,-0.012781,0.083075,0.700666,-0.360308,-1.206878
3500,0.148340,0.265576,9.844263,0.026627,-0.006390,0.082010,0.794564,-0.411965,-1.159934
3510,0.161499,0.285913,9.730616,0.023431,-0.001065,0.079880,0.890943,-0.464320,-1.114174
3520,0.177051,0.315820,9.666016,-0.008521,0.003195,0.070294,0.979506,-0.518836,-1.073871
3530,0.141162,0.360083,9.699512,-0.029822,0.003195,0.064969,1.072819,-0.547668,-1.036616
3540,0.099292,0.352905,9.797607,-0.050058,0.004260,0.062839,1.140746,-0.549173,-1.000569
3550,0.075366,0.348120,9.947144,-0.064969,0.006390,0.067099,1.188892,-0.535585,-0.962054
3560,0.068188,0.328979,10.223486,-0.060709,0.019171,0.086270,1.219237,-0.511963,-0.912402
3570,0.096899,0.327783,10.296460,-0.042603,0.030887,0.100116,1.254162,-0.499624,-0.854670
3580,0.143555,0.337354,10.289282,-0.018106,0.045798,0.113962,1.303598,-0.505652,-0.788808
3590,0.206958,0.331372,10.084717,0.023431,0.071359,0.134198,1.370159,-0.533927,-0.711000
3600,0.244043,0.339746,9.961499,0.029822,0.079880,0.139523,1.440430,-0.576891,-0.629978
3610,0.272754,0.334961,9.858618,0.026627,0.086270,0.142719,1.501581,-0.629833,-0.546979
3620,0.285913,0.337354,9.817945,0.002130,0.095856,0.140588,1.546249,-0.680740,-0.465005
3630,0.295483,0.334961,9.888525,-0.012781,0.100116,0.137393,1.576236,-0.728748,-0.384754
3640,0.295483,0.326587,9.973462,-0.023431,0.104376,0.133133,1.591672,-0.768579,-0.306847
3650,0.313428,0.328979,10.024902,-0.027692,0.106506,0.128873,1.603796,-0.812390,-0.231329
3660,0.340942,0.317017,10.016528,-0.022366,0.102246,0.117157,1.611208,-0.869183,-0.162578
3670,0.375635,0.318213,9.965088,-0.019171,0.096921,0.108636,1.621122,-0.943114,-0.098785
3680,0.405542,0.321802,9.904078,-0.020236,0.088400,0.097986,1.632603,-1.031967,-0.041221
3690,0.409131,0.287109,9.805982,-0.033017,0.064969,0.069229,1.619063,-1.128338,-0.000502
3700,0.397168,0.265576,9.796412,-0.044733,0.053253,0.056448,1.588994,-1.215011,0.032699
3710,0.382813,0.256006,9.831103,-0.055383,0.041537,0.043668,1.550537,-1.290596,0.058376
3720,0.372046,0.250024,9.878955,-0.070294,0.028757,0.023431,1.504233,-1.358364,0.072247
3730,0.357690,0.279932,9.924414,-0.071359,0.026627,0.013846,1.477667,-1.411824,0.080581
3740,0.338550,0.299072,9.906469,-0.072424,0.025562,0.005325,1.463979,-1.450463,0.084010
3750,0.317017,0.318213,9.881348,-0.074554,0.024496,-0.004260,1.461579,-1.474454,0.081927
3760,0.266772,0.342139,9.849048,-0.085205,0.023431,-0.017041,1.467858,-1.469338,0.072505
3770,0.230884,0.334961,9.868189,-0.093726,0.022366,-0.019171,1.464823,-1.445151,0.061849
3780,0.196191,0.318213,9.933985,-0.102246,0.022366,-0.017041,1.447223,-1.403441,0.052412
3790,0.162695,0.279932,10.160083,-0.103311,0.028757,-0.003195,1.406160,-1.342233,0.050997
3800,0.162695,0.276343,10.262964,-0.091595,0.033017,0.004260,1.371576,-1.283863,0.053903
3810,0.174658,0.270361,10.297656,-0.073489,0.035147,0.009586,1.345952,-1.236044,0.059877
3820,0.157910,0.266772,10.270142,-0.039407,0.036212,0.010651,1.338910,-1.183597,0.066467
3830,0.110059,0.299072,10.137354,-0.028757,0.037277,0.009586,1.357283,-1.110949,0.072459
3840,0.108862,0.338550,10.075147,-0.022366,0.038342,0.007455,1.399577,-1.044346,0.077251
3850,0.105273,0.374438,10.011744,-0.021301,0.038342,0.006390,1.459088,-0.982481,0.081449
3860,0.138770,0.441431,9.923218,-0.031952,0.041537,0.007455,1.545960,-0.943734,0.086326
3870,0.148340,0.446216,9.910059,-0.040472,0.042603,0.010651,1.623074,-0.913530,0.093086
3880,0.163892,0.445020,9.920825,-0.051123,0.045798,0.015976,1.686367,-0.893075,0.102981
3890,0.194995,0.418701,9.966284,-0.063904,0.052188,0.030887,1.721413,-0.888082,0.121554
3900,0.214136,0.399561,10.012939,-0.064969,0.055383,0.038342,1.741046,-0.891954,0.144470
3910,0.240454,0.400757,10.066772,-0.060709,0.058578,0.046863,1.760435,-0.907553,0.172333
3920,0.269165,0.401953,10.057202,-0.038342,0.067099,0.055383,1.790351,-0.933057,0.205238
3930,0.288306,0.401953,9.936377,-0.029822,0.069229,0.055383,1.824470,-0.967298,0.238200
3940,0.269165,0.406738,9.827515,-0.025562,0.071359,0.054318,1.862630,-0.988323,0.270615
3950,0.241650,0.415112,9.736597,-0.031952,0.069229,0.053253,1.900629,-0.994459,0.302407
3960,0.187817,0.406738,9.597827,-0.066034,0.044733,0.053253,1.915952,-0.984149,0.333759
3970,0.165088,0.382813,9.585864,-0.085205,0.028757,0.052188,1.906603,-0.970322,0.364202
3980,0.118433,0.342139,9.590650,-0.110767,0.017041,0.052188,1.861708,-0.937352,0.394418
3990,0.059814,0.322998,9.914844,-0.151239,-0.007455,0.058578,1.783207,-0.885902,0.427832
4000,0.027515,0.322998,10.024902,-0.148044,-0.015976,0.060709,1.711894,-0.825842,0.462320
4010,-0.017944,0.307446,10.072754,-0.136328,-0.020236,0.061774,1.644225,-0.749022,0.497358
4020,-0.066992,0.307446,10.076343,-0.104376,-0.026627,0.064969,1.599522,-0.656317,0.534135
4030,-0.145947,0.339746,10.017725,-0.086270,-0.027692,0.067099,1.587029,-0.529849,0.572128
4040,-0.181836,0.354102,9.883740,-0.073489,-0.028757,0.067099,1.592837,-0.395112,0.610106
4050,-0.197388,0.362476,9.765307,-0.071359,-0.033017,0.068164,1.606307,-0.265538,0.648624
4060,-0.141162,0.318213,9.683960,-0.101181,-0.051123,0.071359,1.579921,-0.188407,0.688676
4070,-0.087329,0.293091,9.782056,-0.118222,-0.059644,0.071359,1.531479,-0.153780,0.728607
4080,-0.051440,0.269165,9.896899,-0.128873,-0.063904,0.069229,1.467088,-0.144913,0.767283
4090,-0.010767,0.227295,10.070361,-0.128873,-0.064969,0.064969,1.383633,-0.159840,0.803545
4100,0.016748,0.222510,10.087110,-0.120352,-0.063904,0.062839,1.309740,-0.187594,0.838657
4110,0.032300,0.216528,10.077539,-0.111832,-0.063904,0.060709,1.244163,-0.221059,0.872597
4120,0.051440,0.244043,10.005762,-0.104376,-0.063904,0.051123,1.204511,-0.261746,0.901089
4130,0.047852,0.252417,9.984228,-0.106506,-0.063904,0.044733,1.172378,-0.296576,0.925946
4140,0.049048,0.250024,9.979444,-0.112897,-0.062839,0.039407,1.138749,-0.328138,0.947785
4150,0.046655,0.250024,10.002172,-0.121417,-0.061774,0.035147,1.103593,-0.354725,0.967217
4160,0.077759,0.222510,10.157690,-0.129938,-0.055383,0.028757,1.050533,-0.391695,0.983081
4170,0.100488,0.204565,10.243823,-0.126743,-0.048993,0.026627,0.993628,-0.433543,0.997821
4180,0.122021,0.200977,10.290479,-0.116092,-0.041537,0.023431,0.945267,-0.478663,1.010833
4190,0.168677,0.224902,10.255786,-0.086270,-0.023431,0.019171,0.930047,-0.535059,1.021596
4200,0.198584,0.266772,10.181616,-0.074554,-0.013846,0.017041,0.945621,-0.597744,1.031231
4210,0.217725,0.317017,10.091894,-0.068164,-0.004260,0.012781,0.991423,-0.660719,1.038513
4220,0.235669,0.399561,9.974658,-0.075620,0.015976,0.003195,1.076108,-0.718269,1.040502
4230,0.235669,0.410327,9.978247,-0.087335,0.027692,-0.001065,1.152481,-0.764180,1.040190
4240,0.233276,0.394775,10.035669,-0.101181,0.041537,-0.003195,1.204709,-0.796500,1.038838
4250,0.236865,0.367261,10.148120,-0.113962,0.073489,-0.004260,1.228216,-0.809708,1.037283
4260,0.246436,0.301465,10.434033,-0.106506,0.093726,-0.002130,1.213599,-0.812734,1.037213
4270,0.251221,0.270361,10.550074,-0.090530,0.116092,-0.001065,1.190857,-0.804957,1.038012
4280,0.254810,0.251221,10.612280,-0.067099,0.142719,0.002130,1.171756,-0.785239,1.040932
4290,0.267969,0.242847,10.571607,-0.009586,0.200232,0.006390,1.180437,-0.744911,1.046940
4300,0.260791,0.250024,10.475904,0.014911,0.230054,0.008521,1.205854,-0.690510,1.054537
4310,0.229687,0.275146,10.362256,0.033017,0.260941,0.006390,1.252888,-0.610385,1.061345
4320,0.122021,0.338550,10.173243,0.041537,0.317389,-0.001065,1.336534,-0.453123,1.064711
4330,0.068188,0.361279,10.160083,0.035147,0.344016,-0.008521,1.421359,-0.268154,1.064428
4340,0.025122,0.382813,10.168457,0.026627,0.371707,-0.017041,1.505081,-0.063215,1.059949
4350,-0.040674,0.429468,10.191187,0.005325,0.429221,-0.034082,1.594246,0.187469,1.046886
4360,-0.072974,0.437842,10.217505,-0.007455,0.460107,-0.041537,1.672108,0.447597,1.030428
4370,-0.100488,0.422290,10.237842,-0.021301,0.492059,-0.050058,1.726561,0.714251,1.009983
4380,-0.130396,0.401953,10.256983,-0.033017,0.525076,-0.057513,1.758426,0.988568,0.986105
4390,-0.187817,0.349316,10.227076,-0.054318,0.600696,-0.069229,1.748639,1.306972,0.957013
4400,-0.202173,0.350513,10.161280,-0.064969,0.646494,-0.073489,1.735924,1.627226,0.926218
4410,-0.222510,0.363672,10.087110,-0.077750,0.696552,-0.076685,1.726092,1.954770,0.894375
4420,-0.295483,0.464160,9.760523,-0.112897,0.801993,-0.092661,1.761160,2.350682,0.855123
4430,-0.386401,0.506030,9.602612,-0.149109,0.857376,-0.103311,1.801649,2.791962,0.811014
4440,-0.517993,0.516797,9.543994,-0.201297,0.914890,-0.113962,1.818603,3.297473,0.762168
4450,-0.790747,0.484497,9.705493,-0.317389,1.024591,-0.123547,1.750197,3.959370,0.709955
4460,-0.902002,0.470142,9.822729,-0.361057,1.075714,-0.124612,1.653898,4.640755,0.657284
4470,-0.977368,0.460571,9.910059,-0.393008,1.125772,-0.123547,1.542106,5.319873,0.604966
4480,-1.108960,0.372046,9.882544,-0.433481,1.229083,-0.124612,1.371343,6.061264,0.552313
4490,-1.136475,0.327783,9.821533,-0.451587,1.278076,-0.127808,1.183241,6.776328,0.496313
4500,-1.183130,0.229687,9.865796,-0.473953,1.328134,-0.134198,0.945243,7.472023,0.434717
4510,-1.233374,0.147144,9.971069,-0.496320,1.378192,-0.139523,0.670478,8.147669,0.367235
4520,-1.481006,-0.045459,10.451978,-0.510165,1.472983,-0.146979,0.308845,8.904416,0.292140
4530,-1.618579,-0.174658,10.719946,-0.488864,1.520911,-0.144849,-0.073905,9.663065,0.212885
4540,-1.728638,-0.275146,10.949634,-0.443066,1.564578,-0.134198,-0.445564,10.408197,0.133710
4550,-1.859033,-0.385205,11.304932,-0.288632,1.646588,-0.107571,-0.749951,11.159276,0.063583
4560,-1.939185,-0.419897,11.304932,-0.183191,1.683865,-0.096921,-0.988121,11.895429,-0.005889
4570,-2.048047,-0.433057,11.230762,-0.071359,1.716882,-0.088400,-1.154084,12.635614,-0.074982
4580,-2.319604,-0.409131,10.849146,0.134198,1.764810,-0.068164,-1.192225,13.495099,-0.135873
4590,-2.497852,-0.454590,10.509399,0.219403,1.773331,-0.060709,-1.212823,14.400740,-0.193379
4600,-2.633032,-0.471338,10.167261,0.291827,1.769070,-0.055383,-1.211001,15.327110,-0.248286
4610,-2.817261,-0.417505,9.490161,0.373837,1.726468,-0.055383,-1.154663,16.334960,-0.302860
4620,-2.951245,-0.403149,9.127686,0.386618,1.687061,-0.063904,-1.099828,17.357957,-0.361307
4630,-3.109155,-0.366064,8.756836,0.380228,1.639133,-0.076685,-1.043307,18.413847,-0.426222
4640,-3.476416,-0.264380,8.219702,0.306738,1.500674,-0.109702,-0.983925,19.619073,-0.508962
4650,-3.645093,-0.160303,8.088110,0.249225,1.415469,-0.123547,-0.896444,20.792994,-0.598890
4660,-3.775488,-0.032300,8.039063,0.188516,1.327069,-0.135263,-0.766038,21.895152,-0.694509
4670,-3.904687,0.136377,8.060596,0.067099,1.167310,-0.161890,-0.603148,22.874949,-0.804110
4680,-3.942969,0.187817,8.118017,0.015976,1.103406,-0.176801,-0.452618,23.734009,-0.921280
4690,-3.997998,0.224902,8.149121,-0.025562,1.052283,-0.191711,-0.318019,24.506353,-1.046477
4700,-4.274341,0.105273,8.377612,-0.092661,0.975598,-0.211948,-0.318693,25.251761,-1.183352
4710,-4.451392,-0.001196,8.589355,-0.113962,0.947906,-0.211948,-0.401342,25.946714,-1.320965
4720,-4.606909,-0.068188,8.802295,-0.119287,0.926605,-0.203427,-0.520192,26.586316,-1.454726
4730,-4.728930,-0.105273,8.947046,-0.080945,0.896783,-0.167215,-0.622306,27.171546,-1.567079
4740,-4.803101,-0.175854,8.993701,-0.050058,0.885068,-0.142719,-0.736164,27.718131,-1.665185
4750,-4.779175,-0.198584,8.949438,-0.015976,0.874417,-0.117157,-0.830318,28.206951,-1.748282
4760,-4.750464,-0.215332,8.876465,0.015976,0.863766,-0.090530,-0.903903,28.648630,-1.815277
4770,-4.768408,-0.217725,8.705396,0.073489,0.852051,-0.039407,-0.931077,29.095532,-1.849779
4780,-4.799512,-0.169873,8.641993,0.099051,0.852051,-0.015976,-0.906882,29.532215,-1.869332
4790,-4.852149,-0.129199,8.577393,0.123547,0.857376,0.007455,-0.840448,29.973303,-1.873359
4800,-4.994507,-0.037085,8.450586,0.166150,0.874417,0.054318,-0.685868,30.485346,-1.845917
4810,-5.063891,0.013159,8.358472,0.185321,0.882938,0.075620,-0.496103,31.012648,-1.802668
4820,-5.159595,0.074170,8.268750,0.202362,0.888263,0.093726,-0.268284,31.564195,-1.745151
4830,-5.305542,0.192603,8.016333,0.228989,0.890393,0.124612,0.045261,32.209641,-1.664156
4840,-5.340234,0.248828,7.882349,0.234314,0.882938,0.138458,0.379903,32.847833,-1.569920
4850,-5.343823,0.278735,7.763916,0.232184,0.871222,0.150174,0.711952,33.458527,-1.463559
4860,-5.300757,0.361279,7.494751,0.209817,0.832880,0.164020,1.075295,34.058894,-1.343812
4870,-5.300757,0.403149,7.363159,0.190646,0.806253,0.160825,1.431651,34.632563,-1.222138
4880,-5.330664,0.445020,7.245923,0.165085,0.775366,0.153369,1.777240,35.190354,-1.101881
4890,-5.452685,0.557471,7.097583,0.106506,0.694421,0.128873,2.145606,35.763182,-0.996471
4900,-5.541211,0.623267,7.047339,0.075620,0.645428,0.111832,2.512271,36.315037,-0.900497
4910,-5.654859,0.673511,7.034180,0.043668,0.594305,0.092661,2.861437,36.844932,-0.816147
4920,-5.764917,0.698633,7.088013,0.013846,0.538922,0.073489,3.170903,37.326154,-0.744334
4930,-5.951538,0.695044,7.095191,-0.020236,0.420700,0.039407,3.415780,37.783722,-0.699216
4940,-6.017334,0.660352,7.089209,-0.031952,0.363187,0.023431,3.598646,38.201350,-0.666571
4950,-6.058008,0.600537,7.086816,-0.045798,0.309933,0.011716,3.706074,38.573018,-0.643863
4960,-6.071167,0.508423,7.170557,-0.074554,0.223663,-0.005325,3.704486,38.842363,-0.637163
4970,-6.077148,0.478516,7.224390,-0.089465,0.193842,-0.009586,3.667449,39.054210,-0.634987
4980,-6.095093,0.456982,7.277026,-0.105441,0.172540,-0.011716,3.605478,39.223983,-0.635471
4990,-6.102271,0.466553,7.394263,-0.126743,0.143784,-0.011716,3.539133,39.323018,-0.637432
5000,-6.110644,0.474927,7.399048,-0.129938,0.135263,-0.012781,3.482614,39.410007,-0.640696
5010,-6.127393,0.472534,7.394263,-0.132068,0.127808,-0.012781,3.428581,39.493967,-0.644400
5020,-6.150122,0.459375,7.406226,-0.128873,0.104376,-0.012781,3.370481,39.563708,-0.649238
5030,-6.152514,0.455786,7.433740,-0.123547,0.086270,-0.010651,3.317204,39.608609,-0.653371
5040,-6.147729,0.452197,7.436133,-0.117157,0.064969,-0.010651,3.269012,39.635348,-0.658483
5050,-6.119019,0.424683,7.416992,-0.106506,0.012781,-0.010651,3.210325,39.627455,-0.665852
5060,-6.104663,0.413916,7.400244,-0.105441,-0.014911,-0.011716,3.149445,39.605966,-0.675175
5070,-6.085523,0.398364,7.375122,-0.105441,-0.042603,-0.014911,3.081923,39.573250,-0.687988
5080,-6.071167,0.374438,7.359571,-0.111832,-0.094791,-0.018106,2.997919,39.516470,-0.705216
5090,-6.049634,0.340942,7.341626,-0.117157,-0.120352,-0.019171,2.894064,39.449471,-0.724110
5100,-6.043653,0.331372,7.333252,-0.122482,-0.144849,-0.019171,2.790107,39.376697,-0.743743
5110,-6.025708,0.320605,7.329663,-0.126743,-0.167215,-0.018106,2.686089,39.292738,-0.763182
5120,-5.976660,0.340942,7.385889,-0.141653,-0.208752,-0.014911,2.598091,39.152650,-0.781451
5130,-5.953931,0.360083,7.419385,-0.150174,-0.225793,-0.014911,2.526804,38.994551,-0.800019
5140,-5.938379,0.378027,7.463647,-0.158694,-0.239639,-0.015976,2.468862,38.821290,-0.819574
5150,-5.934790,0.379224,7.491162,-0.171475,-0.267331,-0.021301,2.407114,38.638907,-0.843693
5160,-5.926416,0.372046,7.510303,-0.176801,-0.283307,-0.023431,2.341629,38.455261,-0.869594
5170,-5.901294,0.354102,7.540210,-0.183191,-0.301413,-0.026627,2.263659,38.258311,-0.898070
5180,-5.886939,0.305054,7.561743,-0.190646,-0.344016,-0.033017,2.150207,38.044917,-0.932058
5190,-5.874976,0.279932,7.572510,-0.192776,-0.368512,-0.035147,2.027259,37.830341,-0.967671
5200,-5.861816,0.267969,7.516284,-0.194907,-0.396204,-0.036212,1.907390,37.635680,-1.004091
5210,-5.803198,0.245239,7.511499,-0.215143,-0.464368,-0.034082,1.772497,37.399543,-1.039919
5220,-5.750562,0.211743,7.553369,-0.224728,-0.503775,-0.030887,1.621713,37.127091,-1.073424
5230,-5.685962,0.197388,7.635913,-0.228989,-0.545313,-0.028757,1.472248,36.801038,-1.105172
5240,-5.568726,0.223706,7.779468,-0.217273,-0.632648,-0.027692,1.359201,36.358043,-1.136611
5250,-5.556763,0.212939,7.859619,-0.202362,-0.679510,-0.029822,1.255092,35.901077,-1.169290
5260,-5.549585,0.208154,7.967285,-0.183191,-0.730634,-0.030887,1.165496,35.422935,-1.202452
5270,-5.553174,0.251221,8.182617,-0.124612,-0.841400,-0.033017,1.138827,34.866306,-1.237696
5280,-5.541211,0.244043,8.210132,-0.087335,-0.904239,-0.030887,1.129538,34.316145,-1.271810
5290,-5.499341,0.228491,8.208936,-0.048993,-0.974533,-0.026627,1.132147,33.763193,-1.303605
5300,-5.437134,0.199780,8.168262,0.017041,-1.126837,-0.008521,1.155905,33.167793,-1.324820
5310,-5.260083,0.096899,8.097681,0.045798,-1.203522,0.002130,1.127412,32.528628,-1.339980
5320,-5.170362,0.040674,8.071362,0.071359,-1.277011,0.013846,1.080903,31.877557,-1.347647
5330,-5.098584,-0.023926,8.049829,0.093726,-1.341980,0.027692,1.011243,31.226691,-1.346046
5340,-5.041162,-0.130396,8.244824,0.124612,-1.448486,0.059644,0.904172,30.495728,-1.323215
5350,-4.931104,-0.028711,8.504419,0.141653,-1.492154,0.076685,0.889430,29.684686,-1.287885
